usage_date,billing_period,account_id,account_name,business_unit,environment,region,service_name,product_name,team,cost_usd,usage_quantity,usage_unit,monthly_revenue_proxy,active_customers,workflows_processed,enterprise_customer_flag,sla_tier,budget_amount,forecast_baseline_cost,acquisition_phase,tag_owner,tag_environment,tag_product,tag_cost_center,allocation_status,anomaly_flag
2025-10-01,2025-10,1003,shared-services,shared-ops,dev,us-east-1,Amazon Athena,reporting-api,product-analytics,0.16,1022.47,queries,806812.03,1650,5084,0,standard,79807.15,79271.89,pre-integration,,dev,reporting-api,shared-ops,partially-allocated,0
2025-10-01,2025-10,1003,shared-services,shared-ops,prod,us-east-1,Amazon CloudWatch,workflow-intelligence,data,9.82,63512.64,logs-metrics-events,1260588.06,4416,93185,0,standard,120910.92,120137.93,pre-integration,data,prod,,shared-ops,partially-allocated,0
2025-10-01,2025-10,1003,shared-services,shared-ops,dev,us-east-1,Amazon CloudWatch,ai-assistant,platform,2.97,19109.25,logs-metrics-events,1183168.42,2589,24781,0,premium,108012.47,112120.1,pre-integration,platform,dev,ai-assistant,shared-ops,partially-allocated,0
2025-10-01,2025-10,1003,shared-services,shared-ops,dev,us-east-1,Amazon EBS,workflow-intelligence,ml-engineering,4.55,19388.91,gb-month-proxy,2461308.65,4217,20514,1,premium,353013.74,376786.52,pre-integration,ml-engineering,dev,,shared-ops,unallocated,0
2025-10-01,2025-10,1003,shared-services,shared-ops,dev,us-east-1,Amazon EBS,reporting-api,platform,1.55,5901.23,gb-month-proxy,929057.51,1981,4981,1,enterprise,141743.92,136623.95,pre-integration,platform,dev,reporting-api,shared-ops,allocated,0
2025-10-01,2025-10,1003,shared-services,shared-ops,staging,us-east-1,Amazon EBS,ai-assistant,product-analytics,9.77,36327.61,gb-month-proxy,1758550.37,2834,39633,1,premium,165978.45,174869.28,pre-integration,product-analytics,staging,ai-assistant,shared-ops,unallocated,0
2025-10-01,2025-10,1003,shared-services,shared-ops,prod,us-east-1,Amazon EC2,reporting-api,platform,21.95,19850.29,compute-hours,700103.94,1588,17105,0,premium,108521.15,111841.47,pre-integration,,prod,reporting-api,shared-ops,unallocated,0
2025-10-01,2025-10,1003,shared-services,shared-ops,dev,us-east-1,Amazon EC2,ai-assistant,platform,27.37,22768.29,compute-hours,1149478.07,2747,21122,0,premium,133949.04,127028.45,pre-integration,,dev,ai-assistant,shared-ops,unallocated,0
2025-10-01,2025-10,1003,shared-services,shared-ops,dev,us-east-1,Amazon RDS,ai-assistant,product-analytics,15.21,15171.21,db-hours,744709.69,2712,19588,0,premium,116877.78,117944.45,pre-integration,product-analytics,dev,ai-assistant,shared-ops,partially-allocated,0
2025-10-01,2025-10,1003,shared-services,shared-ops,staging,us-east-1,Amazon S3,ai-assistant,product-analytics,7.08,25515.3,gb-month-proxy,733081.7,2741,43520,0,premium,95336.21,101318.62,pre-integration,product-analytics,staging,,shared-ops,allocated,0
2025-10-01,2025-10,1003,shared-services,shared-ops,dev,us-east-1,NAT Gateway,ai-assistant,data,5.6,16831.27,gb-processed,1573748.39,2919,23796,0,standard,190676.56,196606.5,pre-integration,data,dev,ai-assistant,shared-ops,allocated,0
2025-10-01,2025-10,1003,shared-services,shared-ops,prod,us-east-1,NAT Gateway,reporting-api,product-analytics,4.09,11298.33,gb-processed,982498.41,1799,18425,0,standard,141786.42,149619.52,pre-integration,product-analytics,prod,reporting-api,shared-ops,partially-allocated,0
2025-10-02,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,AWS Lambda,ai-assistant,data,19.73,51065.62,requests,1167798.83,2853,49699,1,premium,145159.0,137081.77,pre-integration,data,staging,ai-assistant,core-platform,allocated,0
2025-10-02,2025-10,1001,legacy-core-prod,core-platform,prod,us-east-1,Amazon Athena,reporting-api,data,0.47,3275.0,queries,600372.24,1805,16549,1,premium,54071.76,52455.44,pre-integration,data,prod,reporting-api,core-platform,allocated,0
2025-10-02,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,Amazon Athena,workflow-intelligence,data,1.41,8657.05,queries,1738234.0,4217,41823,0,premium,216373.71,225387.0,pre-integration,data,staging,,core-platform,allocated,0
2025-10-02,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,Amazon EBS,reporting-api,ml-engineering,1.83,7855.31,gb-month-proxy,1074017.14,1944,7926,1,premium,152790.76,158206.42,pre-integration,ml-engineering,staging,reporting-api,core-platform,allocated,0
2025-10-02,2025-10,1001,legacy-core-prod,core-platform,dev,us-east-1,Amazon EC2,reporting-api,product-analytics,4.66,4559.05,compute-hours,689330.57,1825,4188,1,enterprise,107787.87,111292.35,pre-integration,product-analytics,dev,reporting-api,core-platform,allocated,0
2025-10-02,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,Amazon RDS,ai-assistant,platform,36.78,37937.65,db-hours,938929.69,2819,37518,1,premium,92474.19,94470.32,pre-integration,platform,staging,ai-assistant,core-platform,allocated,0
2025-10-02,2025-10,1001,legacy-core-prod,core-platform,dev,us-east-1,Amazon RDS,reporting-api,product-analytics,2.79,3363.15,db-hours,605098.38,1704,4410,0,premium,69714.38,66022.25,pre-integration,product-analytics,dev,reporting-api,core-platform,allocated,0
2025-10-02,2025-10,1001,legacy-core-prod,core-platform,prod,us-east-1,Amazon S3,workflow-intelligence,product-analytics,11.1,39782.85,gb-month-proxy,960881.25,3904,67778,1,enterprise,111262.8,107260.32,pre-integration,product-analytics,prod,workflow-intelligence,core-platform,allocated,0
2025-10-02,2025-10,1001,legacy-core-prod,core-platform,prod,us-east-1,NAT Gateway,reporting-api,data,4.97,14026.21,gb-processed,1034730.43,1716,19433,0,standard,130071.69,134311.93,pre-integration,data,prod,reporting-api,core-platform,allocated,0
2025-10-02,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,NAT Gateway,workflow-intelligence,product-analytics,7.76,24040.89,gb-processed,1038476.88,4181,36200,0,premium,98878.59,102350.68,pre-integration,product-analytics,staging,workflow-intelligence,core-platform,allocated,0
2025-10-02,2025-10,1001,legacy-core-prod,core-platform,dev,us-east-1,NAT Gateway,ai-assistant,product-analytics,7.2,18310.76,gb-processed,895938.29,2996,28372,0,standard,129452.95,136364.48,pre-integration,product-analytics,dev,ai-assistant,,partially-allocated,0
2025-10-02,2025-10,1002,acquired-ai-platform,ai-products,staging,us-east-1,AWS Fargate,workflow-intelligence,product-analytics,52.74,37565.97,compute-hours,2402290.65,4152,31466,0,standard,357865.01,378584.75,pre-integration,product-analytics,staging,workflow-intelligence,ai-products,allocated,0
2025-10-02,2025-10,1002,acquired-ai-platform,ai-products,prod,us-east-1,AWS Glue,workflow-intelligence,platform,3.14,13918.46,job-runs,1055388.98,4102,89844,0,premium,143124.49,137629.98,pre-integration,platform,prod,workflow-intelligence,ai-products,allocated,0
2025-10-02,2025-10,1002,acquired-ai-platform,ai-products,dev,us-east-1,AWS Glue,reporting-api,product-analytics,0.27,1287.35,job-runs,832519.91,1884,6118,1,premium,106077.1,105510.47,pre-integration,product-analytics,dev,reporting-api,,allocated,0
2025-10-02,2025-10,1002,acquired-ai-platform,ai-products,prod,us-east-1,AWS Lambda,reporting-api,data,5.89,13809.63,requests,791663.69,1319,13466,0,standard,114133.28,119778.65,pre-integration,data,prod,reporting-api,ai-products,allocated,0
2025-10-02,2025-10,1002,acquired-ai-platform,ai-products,staging,us-east-1,Amazon CloudWatch,reporting-api,ml-engineering,0.82,5657.96,logs-metrics-events,806965.61,1601,8087,1,enterprise,74797.66,79529.49,pre-integration,ml-engineering,staging,reporting-api,ai-products,allocated,0
2025-10-02,2025-10,1002,acquired-ai-platform,ai-products,dev,us-east-1,Amazon CloudWatch,ai-assistant,product-analytics,2.39,14894.96,logs-metrics-events,773958.11,2740,21553,0,standard,85367.6,85343.21,pre-integration,product-analytics,dev,ai-assistant,ai-products,allocated,0
2025-10-02,2025-10,1002,acquired-ai-platform,ai-products,staging,us-east-1,Amazon EC2,ai-assistant,platform,41.49,39251.92,compute-hours,816294.43,2813,41924,1,premium,124265.85,122963.4,pre-integration,platform,staging,ai-assistant,ai-products,allocated,0
2025-10-02,2025-10,1002,acquired-ai-platform,ai-products,staging,us-east-1,Amazon EC2,workflow-intelligence,product-analytics,54.67,44393.9,compute-hours,1066977.38,4276,40431,0,premium,150116.16,162021.9,pre-integration,product-analytics,staging,workflow-intelligence,ai-products,allocated,0
2025-10-02,2025-10,1002,acquired-ai-platform,ai-products,prod,us-east-1,Data Transfer,workflow-intelligence,ml-engineering,16.47,47968.91,gb-transfer,2324415.54,4118,90667,0,premium,344857.98,343043.39,pre-integration,ml-engineering,prod,workflow-intelligence,ai-products,allocated,0
2025-10-02,2025-10,1002,acquired-ai-platform,ai-products,dev,us-east-1,Data Transfer,ai-assistant,platform,4.63,14255.26,gb-transfer,1180921.73,2767,19416,0,standard,147666.28,145445.81,pre-integration,platform,dev,ai-assistant,ai-products,allocated,0
2025-10-02,2025-10,1002,acquired-ai-platform,ai-products,staging,us-east-1,NAT Gateway,workflow-intelligence,data,9.28,24269.62,gb-processed,1142370.26,3976,41269,0,premium,123726.62,125673.73,pre-integration,data,staging,workflow-intelligence,ai-products,allocated,0
2025-10-02,2025-10,1003,shared-services,shared-ops,staging,us-east-1,AWS Glue,workflow-intelligence,ml-engineering,1.45,7623.76,job-runs,1154799.91,3990,39071,1,enterprise,178640.08,166620.35,pre-integration,ml-engineering,staging,workflow-intelligence,shared-ops,partially-allocated,0
2025-10-02,2025-10,1003,shared-services,shared-ops,prod,us-east-1,AWS Lambda,workflow-intelligence,data,39.23,93321.25,requests,2066216.27,4282,94890,0,standard,300594.0,307652.42,pre-integration,data,prod,workflow-intelligence,shared-ops,unallocated,0
2025-10-02,2025-10,1003,shared-services,shared-ops,prod,us-east-1,Amazon Athena,reporting-api,ml-engineering,0.73,5107.2,queries,1097850.73,1825,23662,0,standard,150720.95,149909.99,pre-integration,ml-engineering,prod,reporting-api,,partially-allocated,0
2025-10-02,2025-10,1003,shared-services,shared-ops,dev,us-east-1,Amazon Athena,ai-assistant,platform,0.49,3041.32,queries,936168.0,2872,20808,1,enterprise,110417.84,105667.87,pre-integration,platform,dev,ai-assistant,shared-ops,allocated,0
2025-10-02,2025-10,1003,shared-services,shared-ops,prod,us-east-1,Amazon CloudWatch,ai-assistant,product-analytics,8.71,58779.73,logs-metrics-events,1006010.39,2768,80765,1,premium,148600.46,149718.29,pre-integration,product-analytics,prod,ai-assistant,shared-ops,unallocated,0
2025-10-02,2025-10,1003,shared-services,shared-ops,staging,us-east-1,Amazon EBS,ai-assistant,product-analytics,9.37,39625.53,gb-month-proxy,1625597.04,2790,44501,1,premium,157572.59,148774.67,pre-integration,product-analytics,staging,ai-assistant,shared-ops,unallocated,0
2025-10-02,2025-10,1003,shared-services,shared-ops,staging,us-east-1,Amazon EBS,reporting-api,data,2.0,7734.0,gb-month-proxy,836703.12,1875,7676,0,premium,100633.32,107179.44,pre-integration,data,staging,reporting-api,shared-ops,partially-allocated,0
2025-10-02,2025-10,1003,shared-services,shared-ops,staging,us-east-1,Amazon EBS,workflow-intelligence,data,10.55,45217.49,gb-month-proxy,2451189.59,4303,40063,1,enterprise,238010.15,244430.94,pre-integration,data,production,workflow-intelligence,shared-ops,allocated,0
2025-10-02,2025-10,1003,shared-services,shared-ops,prod,us-east-1,Amazon EC2,reporting-api,product-analytics,30.56,24353.18,compute-hours,1130944.34,1930,21417,1,premium,131013.57,140458.01,pre-integration,product-analytics,prod,reporting-api,shared-ops,unallocated,0
2025-10-02,2025-10,1003,shared-services,shared-ops,prod,us-east-1,Amazon RDS,workflow-intelligence,product-analytics,68.93,74713.41,db-hours,1056684.82,4293,81509,0,standard,95937.5,91285.22,pre-integration,product-analytics,prod,workflow-intelligence,shared-ops,allocated,0
2025-10-02,2025-10,1003,shared-services,shared-ops,prod,us-east-1,Amazon S3,workflow-intelligence,platform,10.2,43078.99,gb-month-proxy,1903303.86,4351,83364,1,enterprise,280687.07,262935.63,pre-integration,platform,prod,workflow-intelligence,shared-ops,partially-allocated,0
2025-10-02,2025-10,1003,shared-services,shared-ops,dev,us-east-1,Data Transfer,workflow-intelligence,platform,3.82,12473.84,gb-transfer,1832100.31,4192,20846,0,standard,265600.03,283277.94,pre-integration,platform,dev,workflow-intelligence,shared-ops,allocated,0
2025-10-02,2025-10,1003,shared-services,shared-ops,prod,us-east-1,Data Transfer,reporting-api,data,3.25,10572.99,gb-transfer,927058.72,1497,15435,1,enterprise,107815.33,102568.48,pre-integration,data,prod,reporting-api,shared-ops,partially-allocated,0
2025-10-02,2025-10,1003,shared-services,shared-ops,prod,us-east-1,NAT Gateway,ai-assistant,product-analytics,21.19,55756.2,gb-processed,1453377.62,2756,77490,0,standard,198734.27,197370.44,pre-integration,,prod,ai-assistant,shared-ops,allocated,0
2025-10-02,2025-10,1003,shared-services,shared-ops,prod,us-east-1,NAT Gateway,workflow-intelligence,product-analytics,15.04,43115.3,gb-processed,1827397.98,4230,70736,0,standard,223783.44,231460.29,pre-integration,product-analytics,prod,workflow-intelligence,shared-ops,partially-allocated,0
2025-10-02,2025-10,1003,shared-services,shared-ops,staging,us-east-1,Support / Shared Platform,reporting-api,ml-engineering,0.22,947.98,shared-unit,912702.76,1625,7963,0,premium,113413.52,120104.12,pre-integration,ml-engineering,staging,reporting-api,shared-ops,unallocated,0
2025-10-02,2025-10,1003,shared-services,shared-ops,dev,us-east-1,Support / Shared Platform,workflow-intelligence,product-analytics,0.53,2273.63,shared-unit,1735058.69,4136,19648,0,standard,276157.94,255192.53,pre-integration,product-analytics,production,workflow-intelligence,shared-ops,partially-allocated,0
2025-10-03,2025-10,1001,legacy-core-prod,core-platform,prod,us-east-1,AWS Fargate,workflow-intelligence,platform,94.94,69652.71,compute-hours,2395901.39,4261,76400,1,premium,356414.53,362175.74,pre-integration,platform,prod,workflow-intelligence,core-platform,allocated,0
2025-10-03,2025-10,1001,legacy-core-prod,core-platform,dev,us-east-1,AWS Glue,workflow-intelligence,product-analytics,0.77,3598.21,job-runs,2140604.21,4054,18043,0,standard,248069.4,232714.21,pre-integration,product-analytics,dev,workflow-intelligence,core-platform,allocated,0
2025-10-03,2025-10,1001,legacy-core-prod,core-platform,prod,us-east-1,AWS Glue,reporting-api,product-analytics,0.8,3978.32,job-runs,628908.01,2028,19310,1,enterprise,57253.04,53228.86,pre-integration,product-analytics,prod,reporting-api,core-platform,allocated,0
2025-10-03,2025-10,1001,legacy-core-prod,core-platform,prod,us-east-1,Amazon CloudWatch,workflow-intelligence,platform,9.3,62884.19,logs-metrics-events,2482284.85,4305,82452,0,standard,259160.53,274806.21,pre-integration,platform,prod,workflow-intelligence,core-platform,allocated,0
2025-10-03,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,Amazon EBS,reporting-api,platform,2.55,9191.31,gb-month-proxy,947604.53,1801,9414,0,premium,147337.34,144428.83,pre-integration,platform,staging,reporting-api,core-platform,allocated,0
2025-10-03,2025-10,1001,legacy-core-prod,core-platform,prod,us-east-1,Amazon EBS,ai-assistant,data,23.14,99061.38,gb-month-proxy,1617522.65,2735,105616,0,premium,196330.41,203742.01,pre-integration,data,prod,ai-assistant,core-platform,allocated,0
2025-10-03,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,Amazon EBS,workflow-intelligence,ml-engineering,10.26,37460.02,gb-month-proxy,2500965.01,4136,32033,0,standard,341575.37,368634.29,pre-integration,ml-engineering,staging,workflow-intelligence,core-platform,allocated,0
2025-10-03,2025-10,1001,legacy-core-prod,core-platform,prod,us-east-1,Amazon RDS,ai-assistant,product-analytics,72.62,81464.91,db-hours,728346.72,2714,76209,0,premium,72741.98,69511.73,pre-integration,product-analytics,stage,ai-assistant,core-platform,allocated,0
2025-10-03,2025-10,1001,legacy-core-prod,core-platform,prod,us-east-1,Amazon RDS,reporting-api,data,18.86,22081.47,db-hours,515730.92,1654,20928,1,enterprise,78372.08,81216.06,pre-integration,data,prod,reporting-api,core-platform,allocated,0
2025-10-03,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,Amazon S3,ai-assistant,ml-engineering,5.24,20300.03,gb-month-proxy,1179818.26,2876,39953,0,premium,185661.47,175710.24,pre-integration,ml-engineering,staging,ai-assistant,core-platform,allocated,0
2025-10-03,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,Data Transfer,ai-assistant,data,8.33,29739.47,gb-transfer,1748938.91,2825,39683,1,premium,167312.03,165557.89,pre-integration,data,staging,ai-assistant,core-platform,allocated,0
2025-10-03,2025-10,1001,legacy-core-prod,core-platform,staging,us-east-1,Data Transfer,workflow-intelligence,ml-engineering,10.56,30417.6,gb-transfer,1056982.5,4164,41935,0,premium,105648.58,102898.6,pre-integration,ml-engineering,staging,workflow-intelligence,core-platform,allocated,0
2025-10-03,2025-10,1001,legacy-core-prod,core-platform,prod,us-east-1,Support / Shared Platform,ai-assistant,platform,1.26,11907.17,shared-unit,1652427.19,2849,82824,1,enterprise,233164.32,215424.6,pre-integration,platform,prod,ai-assistant,core-platform,allocated,0
2025-10-03,2025-10,1002,acquired-ai-platform,ai-products,staging,us-east-1,AWS Fargate,reporting-api,product-analytics,9.76,7403.67,compute-hours,893833.62,1666,9165,0,premium,103757.23,104986.91,pre-integration,,staging,reporting-api,ai-products,allocated,0
2025-10-03,2025-10,1002,acquired-ai-platform,ai-products,dev,us-east-1,AWS Glue,ai-assistant,platform,0.95,4577.36,job-runs,1302070.67,2713,23037,0,standard,148460.97,145255.86,pre-integration,platform,dev,ai-assistant,ai-products,allocated,0
2025-10-03,2025-10,1002,acquired-ai-platform,ai-products,prod,us-east-1,AWS Glue,workflow-intelligence,product-analytics,3.65,15825.19,job-runs,1184109.66,3968,84747,0,premium,145823.51,150346.36,pre-integration,product-analytics,prod,workflow-intelligence,ai-products,allocated,0
2025-10-03,2025-10,1002,acquired-ai-platform,ai-products,prod,us-east-1,Amazon Athena,ai-assistant,data,2.5,15864.3,queries,1745082.76,3006,87076,0,standard,249799.36,238511.05,pre-integration,data,prod,ai-assistant,ai-products,allocated,0
2025-10-03,2025-10,1002,acquired-ai-platform,ai-products,prod,us-east-1,Amazon CloudWatch,workflow-intelligence,platform,8.18,49174.62,logs-metrics-events,2626915.18,4356,80726,1,enterprise,276285.21,277791.99,pre-integration,platform,prod,workflow-intelligence,ai-products,allocated,0
